CustomerID,Recency_raw,Frequency_raw,Monetary_raw,Recency,Frequency,Monetary,KMeans_Cluster,Cluster,Segment
12437,1,18,4951.41,1.0,18.0,4951.41,5,0,Loyal Frequent Buyers
12438,13,2,2906.85,13.0,2.0,2906.85,8,0,Loyal Frequent Buyers
12441,366,1,173.55,366.0,1.0,173.55,6,1,VIP Big Spenders
12442,2,1,172.06,2.0,1.0,172.06,9,1,VIP Big Spenders
12444,20,5,5005.46,20.0,5.0,5005.46,3,0,Loyal Frequent Buyers
12445,21,1,133.4,21.0,1.0,133.4,9,1,VIP Big Spenders
12446,57,1,1002.3100000000001,57.0,1.0,1002.3100000000001,1,1,VIP Big Spenders
12447,242,1,476.49,242.0,1.0,476.49,7,1,VIP Big Spenders
12448,43,1,449.45,43.0,1.0,449.45,1,1,VIP Big Spenders
12449,21,4,4067.29,21.0,4.0,4067.29,3,0,Loyal Frequent Buyers
12450,155,2,197.88,155.0,2.0,197.88,4,1,VIP Big Spenders
12451,10,5,9035.52,10.0,5.0,9035.52,5,0,Loyal Frequent Buyers
12452,16,2,430.57,16.0,2.0,430.57,0,1,VIP Big Spenders
12453,133,1,707.09,133.0,1.0,707.09,1,1,VIP Big Spenders
12454,55,1,3528.34,55.0,1.0,3528.34,1,1,VIP Big Spenders
12455,72,6,2466.86,72.0,6.0,2466.86,3,0,Loyal Frequent Buyers
12456,43,3,3181.04,43.0,3.0,3181.04,3,0,Loyal Frequent Buyers
12457,65,7,2363.23,65.0,7.0,2363.23,3,0,Loyal Frequent Buyers
12458,70,2,947.4,70.0,2.0,947.4,4,1,VIP Big Spenders
12461,93,2,826.88,93.0,2.0,826.88,4,1,VIP Big Spenders
12462,18,2,1189.59,18.0,2.0,1189.59,8,0,Loyal Frequent Buyers
12463,52,4,1344.78,52.0,4.0,1344.78,8,0,Loyal Frequent Buyers
12464,9,8,1212.05,9.0,8.0,1212.05,2,0,Loyal Frequent Buyers
12465,16,2,742.1899999999999,16.0,2.0,742.1899999999999,0,0,Loyal Frequent Buyers
12468,187,2,729.5400000000001,187.0,2.0,729.5400000000001,4,1,VIP Big Spenders
12471,1,30,19788.65,1.0,30.0,19780.487800000003,5,0,Loyal Frequent Buyers
12472,31,7,6572.11,31.0,7.0,6572.11,3,0,Loyal Frequent Buyers
12473,28,5,3928.0499999999997,28.0,5.0,3928.0499999999997,3,0,Loyal Frequent Buyers
12474,16,18,7324.09,16.0,18.0,7324.09,5,0,Loyal Frequent Buyers
12475,53,1,723.38,53.0,1.0,723.38,1,1,VIP Big Spenders
12476,15,11,6816.42,15.0,11.0,6816.42,5,0,Loyal Frequent Buyers
12477,22,6,13219.74,22.0,6.0,13219.74,5,0,Loyal Frequent Buyers
12478,3,1,680.99,3.0,1.0,680.99,0,1,VIP Big Spenders
12479,10,1,527.2,10.0,1.0,527.2,0,1,VIP Big Spenders
12480,27,4,3281.63,27.0,4.0,3281.63,3,0,Loyal Frequent Buyers
12481,22,10,5579.82,22.0,10.0,5579.82,5,0,Loyal Frequent Buyers
12483,16,8,2484.98,16.0,8.0,2484.98,2,0,Loyal Frequent Buyers
12484,32,6,4527.32,32.0,6.0,4527.32,3,0,Loyal Frequent Buyers
12488,9,3,1298.66,9.0,3.0,1298.66,2,0,Loyal Frequent Buyers
12489,335,1,334.93,335.0,1.0,334.93,7,1,VIP Big Spenders
12490,4,10,5417.93,4.0,10.0,5417.93,5,0,Loyal Frequent Buyers
12491,38,1,460.40000000000003,38.0,1.0,460.40000000000003,1,1,VIP Big Spenders
12492,62,2,263.21000000000004,62.0,2.0,263.21000000000004,4,1,VIP Big Spenders
12493,165,2,433.74,165.0,2.0,433.74,4,1,VIP Big Spenders
12494,15,7,1246.1000000000001,15.0,7.0,1246.1000000000001,2,0,Loyal Frequent Buyers
12497,81,1,1043.1,81.0,1.0,1043.1,1,1,VIP Big Spenders
12498,20,3,403.70000000000005,20.0,3.0,403.70000000000005,0,0,Loyal Frequent Buyers
12500,22,11,4257.82,22.0,11.0,4257.82,5,0,Loyal Frequent Buyers
12501,336,1,2169.39,336.0,1.0,2169.39,7,1,VIP Big Spenders
12502,95,5,3723.87,95.0,5.0,3723.87,3,0,Loyal Frequent Buyers
12504,17,2,482.04999999999995,17.0,2.0,482.04999999999995,0,1,VIP Big Spenders
12506,232,1,73.5,232.0,1.0,73.5,6,1,VIP Big Spenders
12507,133,3,1304.81,133.0,3.0,1304.81,4,0,Loyal Frequent Buyers
12508,25,2,397.88,25.0,2.0,397.88,0,1,VIP Big Spenders
12509,283,1,176.5,283.0,1.0,176.5,6,1,VIP Big Spenders
12510,142,2,982.5699999999999,142.0,2.0,982.5699999999999,4,1,VIP Big Spenders
12512,65,2,132.18,65.0,2.0,132.18,9,1,VIP Big Spenders
12513,112,1,612.29,112.0,1.0,612.29,1,1,VIP Big Spenders
12514,266,1,1017.68,266.0,1.0,1017.68,7,1,VIP Big Spenders
12515,352,1,383.7,352.0,1.0,383.7,7,1,VIP Big Spenders
12516,77,2,1312.06,77.0,2.0,1312.06,4,1,VIP Big Spenders
12517,27,5,2481.6,27.0,5.0,2481.6,3,0,Loyal Frequent Buyers
12518,0,5,2056.89,0.0,5.0,2056.89,2,0,Loyal Frequent Buyers
12519,63,1,330.84,63.0,1.0,330.84,1,1,VIP Big Spenders
12520,78,5,2634.26,78.0,5.0,2634.26,3,0,Loyal Frequent Buyers
12521,142,1,599.68,142.0,1.0,599.68,7,1,VIP Big Spenders
12522,38,2,192.72,38.0,2.0,192.72,9,1,VIP Big Spenders
12523,18,11,1789.77,18.0,11.0,1789.77,2,0,Loyal Frequent Buyers
12524,8,8,4485.72,8.0,8.0,4485.72,5,0,Loyal Frequent Buyers
12526,0,3,1316.66,0.0,3.0,1316.66,2,0,Loyal Frequent Buyers
12527,81,3,348.71000000000004,81.0,3.0,348.71000000000004,4,1,VIP Big Spenders
12528,8,6,1933.48,8.0,6.0,1933.48,2,0,Loyal Frequent Buyers
12530,59,4,1662.28,59.0,4.0,1662.28,3,0,Loyal Frequent Buyers
12531,14,1,125.22,14.0,1.0,125.22,9,1,VIP Big Spenders
12532,29,1,349.83000000000004,29.0,1.0,349.83000000000004,1,1,VIP Big Spenders
12534,130,1,1089.18,130.0,1.0,1089.18,1,1,VIP Big Spenders
12535,91,2,716.35,91.0,2.0,716.35,4,1,VIP Big Spenders
12536,42,3,12601.830000000002,42.0,3.0,12601.830000000002,3,0,Loyal Frequent Buyers
12538,28,1,363.95,28.0,1.0,363.95,1,1,VIP Big Spenders
12539,21,4,5568.35,21.0,4.0,5568.35,3,0,Loyal Frequent Buyers
12540,19,17,13400.24,19.0,17.0,13400.24,5,0,Loyal Frequent Buyers
12541,29,3,981.18,29.0,3.0,981.18,8,0,Loyal Frequent Buyers
12544,35,1,372.7,35.0,1.0,372.7,1,1,VIP Big Spenders
12545,74,2,1000.39,74.0,2.0,1000.39,4,1,VIP Big Spenders
12546,46,2,1161.5,46.0,2.0,1161.5,8,0,Loyal Frequent Buyers
12547,197,2,207.79999999999998,197.0,2.0,207.79999999999998,4,1,VIP Big Spenders
12548,165,1,95.19999999999999,165.0,1.0,95.19999999999999,6,1,VIP Big Spenders
12550,78,1,964.83,78.0,1.0,964.83,1,1,VIP Big Spenders
12551,357,1,168.0,357.0,1.0,168.0,6,1,VIP Big Spenders
12552,38,2,437.82,38.0,2.0,437.82,0,1,VIP Big Spenders
12553,7,10,3692.28,7.0,10.0,3692.28,5,0,Loyal Frequent Buyers
12556,49,2,599.56,49.0,2.0,599.56,8,1,VIP Big Spenders
12557,15,5,11990.960000000001,15.0,5.0,11990.960000000001,5,0,Loyal Frequent Buyers
12558,7,1,269.96,7.0,1.0,269.96,9,1,VIP Big Spenders
12559,310,2,561.71,310.0,2.0,561.71,4,1,VIP Big Spenders
12560,4,3,2134.01,4.0,3.0,2134.01,2,0,Loyal Frequent Buyers
12561,302,1,238.85,302.0,1.0,238.85,7,1,VIP Big Spenders
12562,7,7,3781.7400000000002,7.0,7.0,3781.7400000000002,2,0,Loyal Frequent Buyers
12564,260,1,456.9,260.0,1.0,456.9,7,1,VIP Big Spenders
12565,288,1,145.92,288.0,1.0,145.92,6,1,VIP Big Spenders
12566,85,1,351.65,85.0,1.0,351.65,1,1,VIP Big Spenders
12567,22,10,9401.28,22.0,10.0,9401.28,5,0,Loyal Frequent Buyers
12569,1,32,4124.69,1.0,30.0,4124.69,5,0,Loyal Frequent Buyers
12571,39,2,519.61,39.0,2.0,519.61,8,1,VIP Big Spenders
12572,8,2,1020.42,8.0,2.0,1020.42,0,0,Loyal Frequent Buyers
12573,226,1,160.54000000000002,226.0,1.0,160.54000000000002,6,1,VIP Big Spenders
12574,315,1,218.45,315.0,1.0,218.45,7,1,VIP Big Spenders
12576,35,5,1315.83,35.0,5.0,1315.83,8,0,Loyal Frequent Buyers
12577,34,3,626.6,34.0,3.0,626.6,8,0,Loyal Frequent Buyers
12578,20,2,2794.51,20.0,2.0,2794.51,8,0,Loyal Frequent Buyers
12579,77,1,440.42,77.0,1.0,440.42,1,1,VIP Big Spenders
12580,246,1,415.7,246.0,1.0,415.7,7,1,VIP Big Spenders
12581,39,1,197.71,39.0,1.0,197.71,9,1,VIP Big Spenders
12582,238,2,511.36,238.0,2.0,511.36,4,1,VIP Big Spenders
12583,2,15,7281.38,2.0,15.0,7281.38,5,0,Loyal Frequent Buyers
12584,3,9,2338.15,3.0,9.0,2338.15,2,0,Loyal Frequent Buyers
12585,233,2,2040.1,233.0,2.0,2040.1,4,1,VIP Big Spenders
12586,16,1,196.94000000000003,16.0,1.0,196.94000000000003,9,1,VIP Big Spenders
12587,7,1,144.0,7.0,1.0,144.0,9,1,VIP Big Spenders
12588,38,1,214.89999999999998,38.0,1.0,214.89999999999998,9,1,VIP Big Spenders
12589,28,2,646.68,28.0,2.0,646.68,8,1,VIP Big Spenders
12590,210,2,9864.26,210.0,2.0,9864.26,3,0,Loyal Frequent Buyers
12591,316,1,452.84999999999997,316.0,1.0,452.84999999999997,7,1,VIP Big Spenders
12592,91,2,437.6,91.0,2.0,437.6,4,1,VIP Big Spenders
12593,108,3,418.09999999999997,108.0,3.0,418.09999999999997,4,1,VIP Big Spenders
12594,37,10,3338.2200000000003,37.0,10.0,3338.2200000000003,3,0,Loyal Frequent Buyers
12596,50,2,618.27,50.0,2.0,618.27,8,1,VIP Big Spenders
12597,18,4,3811.22,18.0,4.0,3811.22,3,0,Loyal Frequent Buyers
12598,9,8,3023.08,9.0,8.0,3023.08,2,0,Loyal Frequent Buyers
12599,28,7,1032.58,28.0,7.0,1032.58,8,0,Loyal Frequent Buyers
12600,28,10,2599.04,28.0,10.0,2599.04,3,0,Loyal Frequent Buyers
12601,189,5,577.0600000000001,189.0,5.0,577.0600000000001,4,1,VIP Big Spenders
12602,58,1,153.12,58.0,1.0,153.12,9,1,VIP Big Spenders
12603,21,1,739.1999999999999,21.0,1.0,739.1999999999999,1,1,VIP Big Spenders
12604,78,2,254.18,78.0,2.0,254.18,4,1,VIP Big Spenders
12607,59,1,1579.51,59.0,1.0,1579.51,1,1,VIP Big Spenders
12609,77,3,1126.85,77.0,3.0,1126.85,8,0,Loyal Frequent Buyers
12610,22,5,2099.54,22.0,5.0,2099.54,3,0,Loyal Frequent Buyers
12611,51,1,1193.32,51.0,1.0,1193.32,1,1,VIP Big Spenders
12612,73,1,704.0400000000001,73.0,1.0,704.0400000000001,1,1,VIP Big Spenders
12613,56,5,3344.38,56.0,5.0,3344.38,3,0,Loyal Frequent Buyers
12614,277,1,315.6,277.0,1.0,315.6,7,1,VIP Big Spenders
12615,1,4,2291.19,1.0,4.0,2291.19,2,0,Loyal Frequent Buyers
12616,94,2,713.3,94.0,2.0,713.3,4,1,VIP Big Spenders
12617,28,1,352.98,28.0,1.0,352.98,1,1,VIP Big Spenders
12618,21,1,177.31,21.0,1.0,177.31,9,1,VIP Big Spenders
12619,15,9,3641.24,15.0,9.0,3641.24,5,0,Loyal Frequent Buyers
12620,14,3,1339.41,14.0,3.0,1339.41,8,0,Loyal Frequent Buyers
12621,1,20,13689.67,1.0,20.0,13689.67,5,0,Loyal Frequent Buyers
12622,231,1,180.1,231.0,1.0,180.1,6,1,VIP Big Spenders
12623,275,1,305.1,275.0,1.0,305.1,7,1,VIP Big Spenders
12624,105,2,641.13,105.0,2.0,641.13,4,1,VIP Big Spenders
12625,211,2,2683.82,211.0,2.0,2683.82,4,1,VIP Big Spenders
12626,22,9,6620.48,22.0,9.0,6620.48,5,0,Loyal Frequent Buyers
12627,10,7,4478.53,10.0,7.0,4478.53,5,0,Loyal Frequent Buyers
12628,3,3,786.46,3.0,3.0,786.46,0,0,Loyal Frequent Buyers
12630,9,2,1270.88,9.0,2.0,1270.88,0,0,Loyal Frequent Buyers
12631,56,1,640.5,56.0,1.0,640.5,1,1,VIP Big Spenders
12633,58,4,2163.98,58.0,4.0,2163.98,3,0,Loyal Frequent Buyers
12635,89,2,1689.18,89.0,2.0,1689.18,4,1,VIP Big Spenders
12637,66,8,6002.9,66.0,8.0,6002.9,3,0,Loyal Frequent Buyers
12638,32,1,671.69,32.0,1.0,671.69,1,1,VIP Big Spenders
12639,238,1,486.1,238.0,1.0,486.1,7,1,VIP Big Spenders
12640,23,3,1174.58,23.0,3.0,1174.58,8,0,Loyal Frequent Buyers
12641,114,1,185.9,114.0,1.0,185.9,6,1,VIP Big Spenders
12642,24,3,1013.26,24.0,3.0,1013.26,8,0,Loyal Frequent Buyers
12643,127,6,3344.64,127.0,6.0,3344.64,3,0,Loyal Frequent Buyers
12644,129,1,477.91,129.0,1.0,477.91,1,1,VIP Big Spenders
12645,33,4,1775.18,33.0,4.0,1775.18,3,0,Loyal Frequent Buyers
12646,4,2,1346.97,4.0,2.0,1346.97,0,0,Loyal Frequent Buyers
12647,21,12,3722.82,21.0,12.0,3722.82,5,0,Loyal Frequent Buyers
12648,154,1,318.05,154.0,1.0,318.05,7,1,VIP Big Spenders
12649,106,3,623.51,106.0,3.0,623.51,4,1,VIP Big Spenders
12650,2,1,314.44,2.0,1.0,314.44,0,1,VIP Big Spenders
12651,334,1,114.0,334.0,1.0,114.0,6,1,VIP Big Spenders
12652,330,1,919.98,330.0,1.0,919.98,7,1,VIP Big Spenders
12653,148,2,2209.85,148.0,2.0,2209.85,4,1,VIP Big Spenders
12654,10,5,601.98,10.0,5.0,601.98,2,0,Loyal Frequent Buyers
12656,16,5,4051.17,16.0,5.0,4051.17,2,0,Loyal Frequent Buyers
12657,10,4,1643.18,10.0,4.0,1643.18,2,0,Loyal Frequent Buyers
12658,18,1,686.05,18.0,1.0,686.05,1,1,VIP Big Spenders
12659,29,1,91.68,29.0,1.0,91.68,9,1,VIP Big Spenders
12660,10,1,245.1,10.0,1.0,245.1,9,1,VIP Big Spenders
12662,0,11,3849.78,0.0,11.0,3849.78,5,0,Loyal Frequent Buyers
12664,7,9,4881.88,7.0,9.0,4881.88,5,0,Loyal Frequent Buyers
12665,324,1,63.0,324.0,1.0,63.0,6,1,VIP Big Spenders
12667,57,1,620.13,57.0,1.0,620.13,1,1,VIP Big Spenders
12668,11,4,3807.15,11.0,4.0,3807.15,2,0,Loyal Frequent Buyers
12669,150,3,2744.0299999999997,150.0,3.0,2744.0299999999997,3,0,Loyal Frequent Buyers
12670,9,5,2996.05,9.0,5.0,2996.05,2,0,Loyal Frequent Buyers
12672,329,1,225.89999999999998,329.0,1.0,225.89999999999998,7,1,VIP Big Spenders
12673,4,2,610.52,4.0,2.0,610.52,0,0,Loyal Frequent Buyers
12674,38,4,1970.6,38.0,4.0,1970.6,3,0,Loyal Frequent Buyers
12676,24,6,1331.39,24.0,6.0,1331.39,3,0,Loyal Frequent Buyers
12678,41,12,17628.46,41.0,12.0,17628.46,5,0,Loyal Frequent Buyers
12679,58,4,1113.02,58.0,4.0,1113.02,8,0,Loyal Frequent Buyers
12680,0,4,862.81,0.0,4.0,862.81,2,0,Loyal Frequent Buyers
12681,14,22,13787.54,14.0,22.0,13787.54,5,0,Loyal Frequent Buyers
12682,3,31,12279.82,3.0,30.0,12279.82,5,0,Loyal Frequent Buyers
12683,3,15,8476.57,3.0,15.0,8476.57,5,0,Loyal Frequent Buyers
12684,7,7,2283.63,7.0,7.0,2283.63,2,0,Loyal Frequent Buyers
12685,27,6,2863.08,27.0,6.0,2863.08,3,0,Loyal Frequent Buyers
12686,371,1,89.14,368.0,1.0,89.14,6,1,VIP Big Spenders
12688,113,1,4873.8099999999995,113.0,1.0,4873.8099999999995,1,1,VIP Big Spenders
12689,25,2,1247.61,25.0,2.0,1247.61,8,0,Loyal Frequent Buyers
12690,205,1,389.01,205.0,1.0,389.01,7,1,VIP Big Spenders
12691,27,6,1035.8,27.0,6.0,1035.8,8,0,Loyal Frequent Buyers
12693,126,4,855.91,126.0,4.0,855.91,4,0,Loyal Frequent Buyers
12694,69,2,869.67,69.0,2.0,869.67,4,1,VIP Big Spenders
12695,6,4,582.1,6.0,4.0,582.1,0,0,Loyal Frequent Buyers
12697,28,3,957.59,28.0,3.0,957.59,8,0,Loyal Frequent Buyers
12700,7,4,4939.99,7.0,4.0,4939.99,2,0,Loyal Frequent Buyers
12701,79,2,797.71,79.0,2.0,797.71,4,1,VIP Big Spenders
12702,19,1,219.0,19.0,1.0,219.0,9,1,VIP Big Spenders
12703,70,1,283.55,70.0,1.0,283.55,1,1,VIP Big Spenders
12704,6,8,2340.84,6.0,8.0,2340.84,2,0,Loyal Frequent Buyers
12705,14,9,6868.29,14.0,9.0,6868.29,5,0,Loyal Frequent Buyers
12707,291,1,603.42,291.0,1.0,603.42,7,1,VIP Big Spenders
12708,29,10,2712.91,29.0,10.0,2712.91,3,0,Loyal Frequent Buyers
12709,14,15,9706.52,14.0,15.0,9706.52,5,0,Loyal Frequent Buyers
12710,96,3,1149.02,96.0,3.0,1149.02,4,0,Loyal Frequent Buyers
12712,28,13,4396.13,28.0,13.0,4396.13,3,0,Loyal Frequent Buyers
12713,0,1,848.55,0.0,1.0,848.55,0,0,Loyal Frequent Buyers
12714,8,5,4708.86,8.0,5.0,4708.86,2,0,Loyal Frequent Buyers
12715,105,1,343.36,105.0,1.0,343.36,1,1,VIP Big Spenders
12716,3,2,1053.49,3.0,2.0,1053.49,0,0,Loyal Frequent Buyers
12717,150,2,1030.98,150.0,2.0,1030.98,4,1,VIP Big Spenders
12718,70,1,238.25,70.0,1.0,238.25,1,1,VIP Big Spenders
12719,4,2,644.95,4.0,2.0,644.95,0,0,Loyal Frequent Buyers
12720,2,25,5781.73,2.0,25.0,5781.73,5,0,Loyal Frequent Buyers
12721,31,6,2656.13,31.0,6.0,2656.13,3,0,Loyal Frequent Buyers
12722,84,4,997.63,84.0,4.0,997.63,8,0,Loyal Frequent Buyers
12723,3,5,725.07,3.0,5.0,725.07,2,0,Loyal Frequent Buyers
12724,4,4,1031.41,4.0,4.0,1031.41,2,0,Loyal Frequent Buyers
12725,370,1,427.8,368.0,1.0,427.8,7,1,VIP Big Spenders
12726,27,7,2609.1,27.0,7.0,2609.1,3,0,Loyal Frequent Buyers
12727,10,7,3980.7,10.0,7.0,3980.7,5,0,Loyal Frequent Buyers
12728,70,4,836.33,70.0,4.0,836.33,8,0,Loyal Frequent Buyers
12729,113,1,453.01,113.0,1.0,453.01,1,1,VIP Big Spenders
12731,23,12,18895.91,23.0,12.0,18895.91,5,0,Loyal Frequent Buyers
12732,179,1,236.26000000000002,179.0,1.0,236.26000000000002,7,1,VIP Big Spenders
12733,233,1,383.95,233.0,1.0,383.95,7,1,VIP Big Spenders
12734,352,1,110.39999999999999,352.0,1.0,110.39999999999999,6,1,VIP Big Spenders
12735,314,2,779.5699999999999,314.0,2.0,779.5699999999999,4,1,VIP Big Spenders
12736,332,1,234.0,332.0,1.0,234.0,7,1,VIP Big Spenders
12738,371,1,155.35,368.0,1.0,155.35,6,1,VIP Big Spenders
12739,77,2,1013.04,77.0,2.0,1013.04,4,1,VIP Big Spenders
12740,63,1,427.6,63.0,1.0,427.6,1,1,VIP Big Spenders
12743,133,2,540.13,133.0,2.0,540.13,4,1,VIP Big Spenders
12744,51,7,21279.29,51.0,7.0,19780.487800000003,3,0,Loyal Frequent Buyers
12747,1,11,4196.01,1.0,11.0,4196.01,5,0,Loyal Frequent Buyers
12748,0,209,33053.19,0.0,30.0,19780.487800000003,5,0,Loyal Frequent Buyers
12749,3,5,4090.88,3.0,5.0,4090.88,2,0,Loyal Frequent Buyers
12750,128,1,275.88,128.0,1.0,275.88,7,1,VIP Big Spenders
12752,80,1,4366.78,80.0,1.0,4366.78,1,1,VIP Big Spenders
12753,22,6,21429.39,22.0,6.0,19780.487800000003,5,0,Loyal Frequent Buyers
12754,235,3,3010.74,235.0,3.0,3010.74,3,0,Loyal Frequent Buyers
12755,280,2,3811.95,280.0,2.0,3811.95,4,1,VIP Big Spenders
12756,86,1,112.07999999999998,86.0,1.0,112.07999999999998,6,1,VIP Big Spenders
12757,15,13,7834.650000000001,15.0,13.0,7834.650000000001,5,0,Loyal Frequent Buyers
12758,116,2,2791.59,116.0,2.0,2791.59,4,0,Loyal Frequent Buyers
12759,51,3,1531.44,51.0,3.0,1531.44,8,0,Loyal Frequent Buyers
12762,7,2,1898.52,7.0,2.0,1898.52,0,0,Loyal Frequent Buyers
12763,137,2,494.08,137.0,2.0,494.08,4,1,VIP Big Spenders
12764,316,1,1693.88,316.0,1.0,1693.88,7,1,VIP Big Spenders
12766,3,7,6989.63,3.0,7.0,6989.63,5,0,Loyal Frequent Buyers
12769,238,1,1143.6,238.0,1.0,1143.6,7,1,VIP Big Spenders
